ts_gap,gps_sys_delta,is_duplicate,label_id,label_name
86398.5991,12.1322,0,1,ATK1_FUTURE
8.5023,2453145458.0765,0,3,ATK3_OVER
1.8806,-1.3545,0,0,NORMAL
23.856,2453145509.8338,0,3,ATK3_OVER
86417.8682,-111.8463,0,1,ATK1_FUTURE
-44.9009,864020.262,0,2,ATK2_SPOOF
-62.1229,2453145478.3981,0,3,ATK3_OVER
-2.9611,2.8024,0,0,NORMAL
86340.7264,35.1071,1,5,ATK4_REPLAY
86383.294,-62.6653,0,1,ATK1_FUTURE
86340.8256,-13.7016,1,5,ATK4_REPLAY
52.9291,-519370668.1149,0,4,ATK3B_UNDER
3.8153,2453145432.6621,0,3,ATK3_OVER
86401.8101,14.606,1,5,ATK4_REPLAY
86414.5218,3.3382,1,5,ATK4_REPLAY
86345.3094,-77.1874,1,5,ATK4_REPLAY
-42.1406,2453145448.4217,0,3,ATK3_OVER
-0.0246,1.4597,0,0,NORMAL
86383.973,-7.7017,0,1,ATK1_FUTURE
86407.0828,-20.6803,0,1,ATK1_FUTURE
34.1814,864026.4468,0,2,ATK2_SPOOF
86366.45,57.4852,1,5,ATK4_REPLAY
-49.6743,-519370729.3421,0,4,ATK3B_UNDER
86413.8479,65.2257,0,1,ATK1_FUTURE
-0.8708,-1.279,0,0,NORMAL
-53.9788,2453145444.7491,0,3,ATK3_OVER
11.1066,864052.7478,0,2,ATK2_SPOOF
41.5312,2453145464.3727,0,3,ATK3_OVER
86256.9241,29.8473,0,1,ATK1_FUTURE
94.2778,-519370720.6862,0,4,ATK3B_UNDER
12.3778,2453145419.2113,0,3,ATK3_OVER
11.9178,-519370636.8294,0,4,ATK3B_UNDER
2.1525,4.5992,0,0,NORMAL
75.396,-519370716.5308,0,4,ATK3B_UNDER
-31.6816,-519370670.4174,0,4,ATK3B_UNDER
-44.7136,2453145433.9843,0,3,ATK3_OVER
27.8698,864018.9233,0,2,ATK2_SPOOF
49.3087,863951.2382,0,2,ATK2_SPOOF
86451.4027,-78.1853,0,1,ATK1_FUTURE
86410.872,48.7376,0,1,ATK1_FUTURE
32.2257,2453145360.391,0,3,ATK3_OVER
-27.9332,-519370715.8237,0,4,ATK3B_UNDER
3.4646,-0.695,0,0,NORMAL
86388.1861,26.6736,1,5,ATK4_REPLAY
86386.1062,-41.017,1,5,ATK4_REPLAY
-74.4464,-519370769.9749,0,4,ATK3B_UNDER
-2.7295,0.9702,0,0,NORMAL
-87.4259,863993.509,0,2,ATK2_SPOOF
86350.688,59.53,0,1,ATK1_FUTURE
86327.8368,-16.3068,1,5,ATK4_REPLAY
73.6612,2453145479.0737,0,3,ATK3_OVER
86343.3938,-0.7702,1,5,ATK4_REPLAY
46.3335,-519370739.0975,0,4,ATK3B_UNDER
-0.1139,-4.6507,0,0,NORMAL
19.73,863969.0341,0,2,ATK2_SPOOF
35.9638,2453145342.4747,0,3,ATK3_OVER
32.7678,-519370614.3233,0,4,ATK3B_UNDER
-0.9795,0.4626,0,0,NORMAL
-63.3298,864059.4168,0,2,ATK2_SPOOF
86439.727,9.1365,1,5,ATK4_REPLAY
29.2803,2453145445.5667,0,3,ATK3_OVER
48.7329,863990.0073,0,2,ATK2_SPOOF
86416.3873,54.7761,0,1,ATK1_FUTURE
-26.6708,-519370733.075,0,4,ATK3B_UNDER
0.9302,0.2647,0,0,NORMAL
1.4712,-0.5041,0,0,NORMAL
28.0516,-519370798.8618,0,4,ATK3B_UNDER
0.0642,0.0931,0,0,NORMAL
-9.061,2453145590.9017,0,3,ATK3_OVER
86405.0468,140.7224,0,1,ATK1_FUTURE
-1.3919,2.6499,0,0,NORMAL
-14.4307,2453145483.6145,0,3,ATK3_OVER
9.0503,-519370679.7234,0,4,ATK3B_UNDER
12.8392,863943.9217,0,2,ATK2_SPOOF
-39.3501,864026.144,0,2,ATK2_SPOOF
-0.4103,1.1122,0,0,NORMAL
-42.6545,2453145385.0566,0,3,ATK3_OVER
-1.0775,1.4984,0,0,NORMAL
86336.7729,117.9886,0,1,ATK1_FUTURE
-35.448,863913.3039,0,2,ATK2_SPOOF
1.2626,-0.4081,0,0,NORMAL
0.7668,1.8326,0,0,NORMAL
-2.7363,1.2259,0,0,NORMAL
71.2898,-519370681.503,0,4,ATK3B_UNDER
24.2606,-519370598.4315,0,4,ATK3B_UNDER
-59.7939,-519370622.6149,0,4,ATK3B_UNDER
86454.2293,-43.8282,0,1,ATK1_FUTURE
86392.1789,-73.8654,0,1,ATK1_FUTURE
86393.2365,76.0061,1,5,ATK4_REPLAY
86350.4447,32.2508,0,1,ATK1_FUTURE
0.0135,864090.1965,0,2,ATK2_SPOOF
-71.9388,863876.0622,0,2,ATK2_SPOOF
-7.5838,-519370749.3753,0,4,ATK3B_UNDER
68.0359,-519370767.8133,0,4,ATK3B_UNDER
86451.0037,53.7062,1,5,ATK4_REPLAY
86383.7578,-3.1558,1,5,ATK4_REPLAY
-1.1107,-0.8943,0,0,NORMAL
44.6817,-519370652.4674,0,4,ATK3B_UNDER
86401.1465,-20.9488,1,5,ATK4_REPLAY
-61.8863,-519370747.5717,0,4,ATK3B_UNDER
-6.0514,864032.9455,0,2,ATK2_SPOOF
-77.8358,864088.4542,0,2,ATK2_SPOOF
-5.6735,-519370687.6832,0,4,ATK3B_UNDER
-77.1242,863947.8325,0,2,ATK2_SPOOF
-74.9275,-519370649.1177,0,4,ATK3B_UNDER
-69.8832,864016.1599,0,2,ATK2_SPOOF
86403.3778,-43.0342,0,1,ATK1_FUTURE
86395.2517,-9.4623,0,1,ATK1_FUTURE
86402.8248,63.3812,0,1,ATK1_FUTURE
4.8408,-4.2144,0,0,NORMAL
86481.3701,-51.7056,0,1,ATK1_FUTURE
-4.5482,2453145489.1027,0,3,ATK3_OVER
-16.4221,-519370619.0478,0,4,ATK3B_UNDER
31.3288,863929.8655,0,2,ATK2_SPOOF
86473.9731,-17.4085,0,1,ATK1_FUTURE
86317.6252,-62.3814,0,1,ATK1_FUTURE
-2.1525,0.8709,0,0,NORMAL
86366.9465,-92.6211,0,1,ATK1_FUTURE
17.5467,-519370704.9525,0,4,ATK3B_UNDER
86378.6218,54.5236,0,1,ATK1_FUTURE
1.4033,-4.5515,0,0,NORMAL
-60.6159,2453145450.3262,0,3,ATK3_OVER
86368.5328,7.704,0,1,ATK1_FUTURE
-119.3821,-519370738.1601,0,4,ATK3B_UNDER
86359.1603,61.347,0,1,ATK1_FUTURE
28.3485,863986.7828,0,2,ATK2_SPOOF
86363.8121,-42.8784,1,5,ATK4_REPLAY
28.0831,863971.7746,0,2,ATK2_SPOOF
-8.9052,864021.8759,0,2,ATK2_SPOOF
86335.2946,36.5979,1,5,ATK4_REPLAY
86362.6942,-52.8133,0,1,ATK1_FUTURE
97.7346,863993.3085,0,2,ATK2_SPOOF
86447.7999,-19.7337,1,5,ATK4_REPLAY
86462.9489,67.6225,1,5,ATK4_REPLAY
-99.7901,-519370654.6637,0,4,ATK3B_UNDER
10.4333,2453145429.9039,0,3,ATK3_OVER
86336.5455,65.4763,0,1,ATK1_FUTURE
86412.4467,63.2887,0,1,ATK1_FUTURE
86443.7139,-11.0328,0,1,ATK1_FUTURE
-4.3841,-519370792.8116,0,4,ATK3B_UNDER
-14.9587,2453145479.5125,0,3,ATK3_OVER
86305.1093,12.8347,0,1,ATK1_FUTURE
27.677,-519370667.8697,0,4,ATK3B_UNDER
86381.3238,-49.346,1,5,ATK4_REPLAY
16.9796,864076.3152,0,2,ATK2_SPOOF
8.9781,-519370782.7809,0,4,ATK3B_UNDER
37.3925,-519370738.3255,0,4,ATK3B_UNDER
-124.9965,2453145446.6093,0,3,ATK3_OVER
-1.559,1.7561,0,0,NORMAL
86409.8778,-40.2859,0,1,ATK1_FUTURE
42.3063,863915.6762,0,2,ATK2_SPOOF
-60.4561,2453145461.8647,0,3,ATK3_OVER
-8.9583,864090.7338,0,2,ATK2_SPOOF
-2.3431,-3.1188,0,0,NORMAL
86426.0056,13.597,1,5,ATK4_REPLAY
-1.1473,-519370711.9709,0,4,ATK3B_UNDER
3.5952,-1.154,0,0,NORMAL
-18.4068,-519370718.2892,0,4,ATK3B_UNDER
8.4103,863957.6084,0,2,ATK2_SPOOF
60.7278,2453145429.6725,0,3,ATK3_OVER
86375.423,2.8103,0,1,ATK1_FUTURE
53.2235,2453145410.3229,0,3,ATK3_OVER
-8.5516,2453145534.009,0,3,ATK3_OVER
86429.2085,27.5217,0,1,ATK1_FUTURE
-15.3764,863920.4675,0,2,ATK2_SPOOF
-17.7224,2453145463.2529,0,3,ATK3_OVER
-57.9552,-519370668.3958,0,4,ATK3B_UNDER
-4.2641,-4.0031,0,0,NORMAL
-48.0847,-519370684.4737,0,4,ATK3B_UNDER
86415.5051,-55.8019,1,5,ATK4_REPLAY
86354.8747,45.458,0,1,ATK1_FUTURE
86405.6938,37.8888,0,1,ATK1_FUTURE
-54.2481,2453145454.3684,0,3,ATK3_OVER
86426.021,-13.8899,1,5,ATK4_REPLAY
-56.7034,-519370735.0293,0,4,ATK3B_UNDER
86457.0406,61.7891,0,1,ATK1_FUTURE
37.9078,2453145447.9478,0,3,ATK3_OVER
1.8711,-2.208,0,0,NORMAL
-2.2348,1.9771,0,0,NORMAL
86464.5843,35.2074,0,1,ATK1_FUTURE
37.7322,864101.5186,0,2,ATK2_SPOOF
-49.179,2453145398.6166,0,3,ATK3_OVER
86301.9577,-53.6851,0,1,ATK1_FUTURE
86436.3015,-2.7727,0,1,ATK1_FUTURE
-59.2349,-519370706.8218,0,4,ATK3B_UNDER
86445.9712,82.4056,0,1,ATK1_FUTURE
-0.3826,-0.1547,0,0,NORMAL
-2.0959,864009.4878,0,2,ATK2_SPOOF
86340.9109,20.8982,1,5,ATK4_REPLAY
86457.7194,-13.3422,1,5,ATK4_REPLAY
86359.9746,-3.127,1,5,ATK4_REPLAY
86433.2146,11.8669,0,1,ATK1_FUTURE
86375.6262,-4.6944,1,5,ATK4_REPLAY
-15.0159,2453145421.7614,0,3,ATK3_OVER
86479.1415,43.4881,0,1,ATK1_FUTURE
86459.4662,44.6449,1,5,ATK4_REPLAY
0.7195,2453145391.3187,0,3,ATK3_OVER
39.3542,863780.5443,0,2,ATK2_SPOOF
-0.5328,0.1948,0,0,NORMAL
57.8171,864047.1478,0,2,ATK2_SPOOF
43.3888,864026.5793,0,2,ATK2_SPOOF
9.2128,2453145524.5801,0,3,ATK3_OVER
-25.6497,864035.8316,0,2,ATK2_SPOOF
-38.7498,-519370809.4353,0,4,ATK3B_UNDER
-2.7038,864031.642,0,2,ATK2_SPOOF
86419.0636,-94.8968,0,1,ATK1_FUTURE
86399.1582,93.8568,0,1,ATK1_FUTURE
13.0873,-519370768.4444,0,4,ATK3B_UNDER
-55.0784,-519370721.188,0,4,ATK3B_UNDER
49.9652,-519370719.2399,0,4,ATK3B_UNDER
86316.7822,11.7645,0,1,ATK1_FUTURE
-1.1822,0.6537,0,0,NORMAL
-0.3592,2.3651,0,0,NORMAL
-26.3096,-519370649.4988,0,4,ATK3B_UNDER
10.0003,864060.1891,0,2,ATK2_SPOOF
-0.8219,-1.6004,0,0,NORMAL
17.8356,863995.8551,0,2,ATK2_SPOOF
86377.6464,-31.1004,0,1,ATK1_FUTURE
86361.2934,-40.2014,1,5,ATK4_REPLAY
-64.6542,-519370634.3245,0,4,ATK3B_UNDER
86436.5128,36.8008,1,5,ATK4_REPLAY
-38.3978,2453145440.1656,0,3,ATK3_OVER
10.2174,863955.871,0,2,ATK2_SPOOF
86319.5597,-1.1711,0,1,ATK1_FUTURE
86444.6899,70.3308,0,1,ATK1_FUTURE
86416.5998,-32.373,0,1,ATK1_FUTURE
70.9453,2453145442.383,0,3,ATK3_OVER
86370.1327,-132.1051,1,5,ATK4_REPLAY
-2.5033,-0.3293,0,0,NORMAL
5.1345,2453145523.8748,0,3,ATK3_OVER
2.9101,2.397,0,0,NORMAL
62.573,-519370744.1726,0,4,ATK3B_UNDER
34.9837,864012.2677,0,2,ATK2_SPOOF
2.132,2.0381,0,0,NORMAL
86454.6371,39.4224,1,5,ATK4_REPLAY
-23.1872,864045.4131,0,2,ATK2_SPOOF
61.4146,-519370711.2558,0,4,ATK3B_UNDER
40.0209,2453145333.8415,0,3,ATK3_OVER
-54.4629,2453145437.3491,0,3,ATK3_OVER
86426.5332,-85.2433,1,5,ATK4_REPLAY
86378.3186,51.6905,0,1,ATK1_FUTURE
4.5647,863979.6347,0,2,ATK2_SPOOF
0.656,-1.9307,0,0,NORMAL
86405.849,-63.9355,0,1,ATK1_FUTURE
41.3626,863975.2087,0,2,ATK2_SPOOF
-157.1833,864022.3069,0,2,ATK2_SPOOF
86442.1587,-15.0154,0,1,ATK1_FUTURE
0.9431,-0.0991,0,0,NORMAL
86376.5217,40.7314,1,5,ATK4_REPLAY
86454.4482,-59.822,1,5,ATK4_REPLAY
86388.2425,77.2225,0,1,ATK1_FUTURE
86314.5387,-30.9821,0,1,ATK1_FUTURE
54.6436,2453145456.2478,0,3,ATK3_OVER
-4.6179,2453145533.197,0,3,ATK3_OVER
86422.1521,48.7861,1,5,ATK4_REPLAY
-65.9515,864026.7996,0,2,ATK2_SPOOF
3.2579,-3.8691,0,0,NORMAL
16.8354,2453145418.4828,0,3,ATK3_OVER
-74.8254,-519370690.2577,0,4,ATK3B_UNDER
86406.3433,-95.8408,0,1,ATK1_FUTURE
86406.7398,-44.6111,1,5,ATK4_REPLAY
-0.7237,-1.2831,0,0,NORMAL
-22.6776,2453145507.3586,0,3,ATK3_OVER
86425.5757,-49.0544,0,1,ATK1_FUTURE
10.3429,-519370686.367,0,4,ATK3B_UNDER
-49.3496,-519370721.3059,0,4,ATK3B_UNDER
86437.5074,19.8516,0,1,ATK1_FUTURE
-35.3188,863964.6101,0,2,ATK2_SPOOF
94.5229,863983.3438,0,2,ATK2_SPOOF
-47.2467,864008.4374,0,2,ATK2_SPOOF
-129.6358,2453145336.7441,0,3,ATK3_OVER
-2.096,863973.3632,0,2,ATK2_SPOOF
86477.8052,-82.1068,1,5,ATK4_REPLAY
-64.7483,2453145398.6225,0,3,ATK3_OVER
0.3109,-1.6721,0,0,NORMAL
90.2351,-519370660.674,0,4,ATK3B_UNDER
86427.6538,-12.1764,0,1,ATK1_FUTURE
86378.3559,44.8414,1,5,ATK4_REPLAY
0.4833,-3.554,0,0,NORMAL
86380.3181,-31.5908,0,1,ATK1_FUTURE
0.4643,1.5916,0,0,NORMAL
26.8151,863998.9953,0,2,ATK2_SPOOF
-39.7553,-519370692.808,0,4,ATK3B_UNDER
86420.0876,118.7559,1,5,ATK4_REPLAY
86365.2978,58.4873,0,1,ATK1_FUTURE
-57.2614,2453145407.8112,0,3,ATK3_OVER
86420.0197,-42.8811,1,5,ATK4_REPLAY
1.48,-1.2602,0,0,NORMAL
-81.9695,863941.4121,0,2,ATK2_SPOOF
-58.4317,2453145437.2982,0,3,ATK3_OVER
86405.0148,-24.3248,1,5,ATK4_REPLAY
81.5523,-519370675.1644,0,4,ATK3B_UNDER
21.4402,2453145423.6816,0,3,ATK3_OVER
-0.2951,-0.5079,0,0,NORMAL
-31.0099,864000.1853,0,2,ATK2_SPOOF
27.9258,863988.2517,0,2,ATK2_SPOOF
62.7789,2453145426.4286,0,3,ATK3_OVER
86425.8351,14.1953,0,1,ATK1_FUTURE
-3.6429,-519370716.4844,0,4,ATK3B_UNDER
86359.5273,-13.1739,0,1,ATK1_FUTURE
-12.1875,-519370763.4963,0,4,ATK3B_UNDER
-0.8627,0.3993,0,0,NORMAL
86519.8558,-33.9762,1,5,ATK4_REPLAY
-1.8211,-0.9069,0,0,NORMAL
-32.1912,863993.9616,0,2,ATK2_SPOOF
86433.4877,-16.1156,1,5,ATK4_REPLAY
-51.6641,-519370608.0643,0,4,ATK3B_UNDER
86390.9646,18.532,1,5,ATK4_REPLAY
86410.7549,-41.2065,0,1,ATK1_FUTURE
-37.8455,863861.0665,0,2,ATK2_SPOOF
86448.157,-42.3674,1,5,ATK4_REPLAY
63.6119,863922.9464,0,2,ATK2_SPOOF
86.5828,-519370734.3358,0,4,ATK3B_UNDER
-67.4798,-519370819.5397,0,4,ATK3B_UNDER
-34.1122,-519370719.4121,0,4,ATK3B_UNDER
-10.5415,2453145423.77,0,3,ATK3_OVER
0.5577,1.7439,0,0,NORMAL
86405.6981,-55.389,1,5,ATK4_REPLAY
21.5527,864000.8253,0,2,ATK2_SPOOF
86429.9758,29.0879,1,5,ATK4_REPLAY
86481.3168,-17.5016,1,5,ATK4_REPLAY
97.2381,864061.2581,0,2,ATK2_SPOOF
48.7484,2453145413.6698,0,3,ATK3_OVER
-23.5182,-519370725.0318,0,4,ATK3B_UNDER
-20.517,864014.9216,0,2,ATK2_SPOOF
-13.2209,864033.1608,0,2,ATK2_SPOOF
86415.8999,14.805,0,1,ATK1_FUTURE
86421.2795,28.8838,1,5,ATK4_REPLAY
86446.7157,62.1544,1,5,ATK4_REPLAY
3.3591,864094.6084,0,2,ATK2_SPOOF
86530.9087,5.1548,1,5,ATK4_REPLAY
-24.6669,-519370694.379,0,4,ATK3B_UNDER
5.0349,1.4574,0,0,NORMAL
35.3196,-519370730.974,0,4,ATK3B_UNDER
-1.9491,-519370737.155,0,4,ATK3B_UNDER
86458.2836,9.2917,0,1,ATK1_FUTURE
40.8856,864115.5916,0,2,ATK2_SPOOF
-50.1389,863986.0204,0,2,ATK2_SPOOF
86452.4749,-53.9479,0,1,ATK1_FUTURE
-0.0507,2453145430.176,0,3,ATK3_OVER
-34.4226,864028.0264,0,2,ATK2_SPOOF
86458.9092,17.5655,0,1,ATK1_FUTURE
-3.4546,1.6804,0,0,NORMAL
86373.2456,-79.0655,0,1,ATK1_FUTURE
2.0517,-1.1269,0,0,NORMAL
86454.0737,-74.1611,1,5,ATK4_REPLAY
86438.4483,-26.915,0,1,ATK1_FUTURE
-0.6682,0.595,0,0,NORMAL
-17.9027,2453145358.4537,0,3,ATK3_OVER
19.9815,2453145510.2621,0,3,ATK3_OVER
6.3626,-519370654.6605,0,4,ATK3B_UNDER
-67.2698,-519370800.4787,0,4,ATK3B_UNDER
58.8731,-519370778.0797,0,4,ATK3B_UNDER
49.4532,863990.006,0,2,ATK2_SPOOF
-58.5723,2453145606.5137,0,3,ATK3_OVER
-39.2839,863966.7024,0,2,ATK2_SPOOF
1.2039,2453145376.612,0,3,ATK3_OVER
-29.6463,863955.1956,0,2,ATK2_SPOOF
86355.84,15.1551,0,1,ATK1_FUTURE
0.8695,1.549,0,0,NORMAL
-2.157,2453145358.285,0,3,ATK3_OVER
8.2344,2453145575.3797,0,3,ATK3_OVER
-0.9681,1.8161,0,0,NORMAL
-109.3203,864014.5856,0,2,ATK2_SPOOF
86388.3334,-5.4537,1,5,ATK4_REPLAY
-51.4005,2453145412.4701,0,3,ATK3_OVER
86396.834,-96.9376,0,1,ATK1_FUTURE
-56.9578,864023.9866,0,2,ATK2_SPOOF
86363.0812,-45.8854,0,1,ATK1_FUTURE
8.9446,863939.3555,0,2,ATK2_SPOOF
4.8064,-519370711.3252,0,4,ATK3B_UNDER
78.2894,-519370706.3302,0,4,ATK3B_UNDER
86389.2425,51.2378,0,1,ATK1_FUTURE
-3.1441,0.5859,0,0,NORMAL
86397.2649,-20.1324,1,5,ATK4_REPLAY
3.5359,0.2212,0,0,NORMAL
86441.9784,20.4876,0,1,ATK1_FUTURE
1.0224,0.5477,0,0,NORMAL
86362.7688,-67.4934,0,1,ATK1_FUTURE
-47.3843,863903.4232,0,2,ATK2_SPOOF
-0.4915,-3.1451,0,0,NORMAL
-5.1293,864043.2289,0,2,ATK2_SPOOF
8.741,864038.5518,0,2,ATK2_SPOOF
-18.1305,863997.1215,0,2,ATK2_SPOOF
51.0772,864084.3785,0,2,ATK2_SPOOF
111.9416,864021.4241,0,2,ATK2_SPOOF
12.537,-519370771.9291,0,4,ATK3B_UNDER
86457.0127,8.2758,0,1,ATK1_FUTURE
86372.2216,-54.109,1,5,ATK4_REPLAY
86492.0258,73.1321,1,5,ATK4_REPLAY
86431.5931,121.0524,1,5,ATK4_REPLAY
45.3005,-519370728.0185,0,4,ATK3B_UNDER
86432.0365,14.1721,0,1,ATK1_FUTURE
44.5949,2453145441.1425,0,3,ATK3_OVER
86348.9888,-39.6264,1,5,ATK4_REPLAY
-80.0995,-519370712.059,0,4,ATK3B_UNDER
74.4852,-519370741.0883,0,4,ATK3B_UNDER
-0.3133,-0.8235,0,0,NORMAL
86351.1813,45.7356,1,5,ATK4_REPLAY
-77.7355,864037.5101,0,2,ATK2_SPOOF
0.485,2.5811,0,0,NORMAL
3.3358,1.0726,0,0,NORMAL
0.028,-1.3839,0,0,NORMAL
0.5525,0.6728,0,0,NORMAL
-1.5677,864018.8037,0,2,ATK2_SPOOF
0.181,-1.8018,0,0,NORMAL
86311.5754,59.7346,1,5,ATK4_REPLAY
36.3767,863968.6684,0,2,ATK2_SPOOF
92.6432,863967.6621,0,2,ATK2_SPOOF
-50.1845,2453145419.1399,0,3,ATK3_OVER
-25.4762,-519370730.6983,0,4,ATK3B_UNDER
86468.8868,4.4754,0,1,ATK1_FUTURE
-0.716,-1.8229,0,0,NORMAL
66.8684,-519370708.3757,0,4,ATK3B_UNDER
-10.0595,864053.6505,0,2,ATK2_SPOOF
-20.8605,-519370657.8599,0,4,ATK3B_UNDER
86454.1176,-77.0177,0,1,ATK1_FUTURE
-0.3253,1.1411,0,0,NORMAL
30.6522,864037.9519,0,2,ATK2_SPOOF
86367.2128,6.8437,0,1,ATK1_FUTURE
36.7255,-519370674.7541,0,4,ATK3B_UNDER
-10.7713,-519370741.6174,0,4,ATK3B_UNDER
-35.3762,2453145409.0842,0,3,ATK3_OVER
86375.7505,67.6297,0,1,ATK1_FUTURE
75.4943,-519370808.9187,0,4,ATK3B_UNDER
86401.3446,22.7207,1,5,ATK4_REPLAY
-0.5656,-0.4717,0,0,NORMAL
86376.8966,14.3498,1,5,ATK4_REPLAY
-13.2183,2453145468.2518,0,3,ATK3_OVER
86474.5062,-41.3172,0,1,ATK1_FUTURE
-5.81,864000.1075,0,2,ATK2_SPOOF
-48.1666,2453145471.2061,0,3,ATK3_OVER
86355.499,103.09,0,1,ATK1_FUTURE
-51.4813,-519370612.2631,0,4,ATK3B_UNDER
86395.6047,83.2388,0,1,ATK1_FUTURE
-11.2784,863954.7412,0,2,ATK2_SPOOF
86486.118,9.9619,0,1,ATK1_FUTURE
60.0865,-519370781.2294,0,4,ATK3B_UNDER
86401.9643,2.7985,1,5,ATK4_REPLAY
-2.1471,2453145496.1316,0,3,ATK3_OVER
0.794,0.4213,0,0,NORMAL
18.967,2453145535.5131,0,3,ATK3_OVER
-8.0146,864095.6893,0,2,ATK2_SPOOF
20.6924,864088.5399,0,2,ATK2_SPOOF
-21.8398,2453145380.2101,0,3,ATK3_OVER
86486.4937,121.0469,1,5,ATK4_REPLAY
86455.4985,-55.2918,0,1,ATK1_FUTURE
86383.3779,-36.2929,0,1,ATK1_FUTURE
86462.3606,17.022,0,1,ATK1_FUTURE
86458.3979,-23.0512,1,5,ATK4_REPLAY
128.2257,2453145520.0646,0,3,ATK3_OVER
1.5035,-519370679.4278,0,4,ATK3B_UNDER
86438.5937,52.6322,0,1,ATK1_FUTURE
86380.6106,-14.1582,0,1,ATK1_FUTURE
-101.9305,864009.4037,0,2,ATK2_SPOOF
12.9806,864006.731,0,2,ATK2_SPOOF
86449.7817,6.8387,0,1,ATK1_FUTURE
-51.812,-519370728.9303,0,4,ATK3B_UNDER
1.7569,-0.6737,0,0,NORMAL
-73.4721,-519370725.3048,0,4,ATK3B_UNDER
-0.8233,-4.6886,0,0,NORMAL
86439.4683,19.7571,0,1,ATK1_FUTURE
-2.5653,1.0643,0,0,NORMAL
86407.9649,-28.3357,0,1,ATK1_FUTURE
-0.7114,-3.6057,0,0,NORMAL
9.9385,2453145483.7892,0,3,ATK3_OVER
69.1436,864020.674,0,2,ATK2_SPOOF
-82.7686,864015.7671,0,2,ATK2_SPOOF
86441.9397,100.8681,1,5,ATK4_REPLAY
-8.9929,-519370805.205,0,4,ATK3B_UNDER
86412.4093,21.2176,1,5,ATK4_REPLAY
86394.2694,110.5601,1,5,ATK4_REPLAY
-30.2317,863992.5032,0,2,ATK2_SPOOF
-9.4,864026.036,0,2,ATK2_SPOOF
86419.0388,19.8072,1,5,ATK4_REPLAY
86362.1945,-25.8538,1,5,ATK4_REPLAY
-54.1948,2453145461.8593,0,3,ATK3_OVER
-0.9683,-1.4271,0,0,NORMAL
86438.627,-62.4371,0,1,ATK1_FUTURE
-8.8472,-519370725.3282,0,4,ATK3B_UNDER
86363.9003,16.1542,0,1,ATK1_FUTURE
20.3565,864025.2104,0,2,ATK2_SPOOF
-22.406,-519370595.8047,0,4,ATK3B_UNDER
86360.6101,-39.5868,1,5,ATK4_REPLAY
7.3438,2453145411.3528,0,3,ATK3_OVER
9.482,863936.9438,0,2,ATK2_SPOOF
86452.8466,-2.093,1,5,ATK4_REPLAY
86459.3071,-39.0596,0,1,ATK1_FUTURE
86448.4902,-37.4375,0,1,ATK1_FUTURE
1.2867,-2.456,0,0,NORMAL
86334.9887,-34.3023,1,5,ATK4_REPLAY
86387.9482,56.6314,1,5,ATK4_REPLAY
33.0746,-519370742.0835,0,4,ATK3B_UNDER
86342.008,30.0546,0,1,ATK1_FUTURE
55.2092,2453145437.9277,0,3,ATK3_OVER
-2.0832,1.5397,0,0,NORMAL
86428.8237,-42.3749,1,5,ATK4_REPLAY
0.5956,863954.3961,0,2,ATK2_SPOOF
0.5782,-2.4835,0,0,NORMAL
86306.8758,-35.6027,0,1,ATK1_FUTURE
86420.8054,-31.9047,1,5,ATK4_REPLAY
86373.5945,-18.4859,1,5,ATK4_REPLAY
86366.7707,4.3,0,1,ATK1_FUTURE
49.7478,864035.9311,0,2,ATK2_SPOOF
1.7956,-0.6303,0,0,NORMAL
-18.5693,2453145513.9757,0,3,ATK3_OVER
86423.2748,-3.5583,0,1,ATK1_FUTURE
2.8726,-1.2321,0,0,NORMAL
2.212,-2.8543,0,0,NORMAL
86404.214,-49.2472,1,5,ATK4_REPLAY
59.5262,2453145422.4897,0,3,ATK3_OVER
-31.416,863997.4512,0,2,ATK2_SPOOF
1.7815,-519370598.7132,0,4,ATK3B_UNDER
86491.9688,53.6985,1,5,ATK4_REPLAY
-3.5723,864065.5215,0,2,ATK2_SPOOF
9.4355,864010.8481,0,2,ATK2_SPOOF
86434.4531,20.3895,1,5,ATK4_REPLAY
86428.6121,28.1429,0,1,ATK1_FUTURE
86358.4887,6.5307,1,5,ATK4_REPLAY
86364.2513,12.8538,1,5,ATK4_REPLAY
-3.1632,1.8319,0,0,NORMAL
-15.2839,2453145376.57,0,3,ATK3_OVER
49.0117,2453145453.1254,0,3,ATK3_OVER
-13.3855,863995.147,0,2,ATK2_SPOOF
18.2021,-519370730.0901,0,4,ATK3B_UNDER
86290.3728,53.9658,0,1,ATK1_FUTURE
-2.6337,0.9,0,0,NORMAL
66.0252,-519370717.9619,0,4,ATK3B_UNDER
27.4044,2453145430.5342,0,3,ATK3_OVER
86327.6498,58.9225,0,1,ATK1_FUTURE
86389.035,37.3454,1,5,ATK4_REPLAY
0.0692,1.5931,0,0,NORMAL
-64.3695,-519370587.6203,0,4,ATK3B_UNDER
92.5206,863993.2236,0,2,ATK2_SPOOF
-34.2803,863933.8287,0,2,ATK2_SPOOF
86442.5969,16.815,1,5,ATK4_REPLAY
-59.5941,864019.949,0,2,ATK2_SPOOF
-0.6358,-2.1875,0,0,NORMAL
86411.0809,-56.2858,1,5,ATK4_REPLAY
10.7849,864033.5307,0,2,ATK2_SPOOF
86390.1786,-68.9404,1,5,ATK4_REPLAY
